occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures,Vacancy,Power Outage
0.4,0.206,0.206,1.0,0.0,0.0,0.0,0.311,0.616,0.616,0.0,0.0,0.0773,0,0
0.4,0.209,0.209,1.0,0.0,0.0,0.0,0.328,0.609,0.609,0.0,0.0,0.0773,0,0
0.2,0.129,0.129,1.0,0.0,0.0,0.0,0.293,0.537,0.537,0.0,0.0,0.155,0,0
0.2,0.129,0.129,1.0,0.0,0.0,0.0,0.293,0.537,0.537,0.0,0.0,0.0773,0,0
0.4,0.209,0.209,1.0,0.0,0.0,0.0,0.328,0.609,0.609,0.0,0.0,0.309,0,0
0.4,0.225,0.225,0.8,0.0,0.0,0.0,0.334,0.624,0.624,0.0,0.0,0.0,0,0
0.4,0.225,0.225,0.0,0.0,0.0,0.0,0.334,0.624,0.624,0.0,0.0,0.0,0,0
0.4,0.225,0.225,0.0,0.0,0.0,0.0,0.334,0.624,0.624,0.0,0.0,0.0,0,0
0.4,0.225,0.225,0.0,0.0,0.0,0.0,0.334,0.624,0.624,0.0,0.0,0.0,0,0
0.4,0.269,0.269,0.0,0.0,0.0,0.0,0.373,0.639,0.639,0.0,0.0,0.0,0,0
0.4,0.269,0.269,0.0,0.0,0.0,0.0,0.373,0.639,0.639,0.0,0.0,0.0,0,0
0.4,0.159,0.159,0.0,0.0,0.0,0.0,0.315,0.552,0.552,0.0,0.0,0.155,0,0
0.6,0.269,0.269,0.0,0.0,0.0,0.0,0.373,0.639,0.639,0.0,0.0,0.0773,0,0
0.6,0.347,0.347,0.0,0.0,0.0,0.0,0.451,0.669,0.669,0.0,0.0,0.0,0,0
0.6,0.347,0.347,0.0,0.0,0.0,0.0,0.451,0.669,0.669,0.0,0.0,0.0,0,0
0.6,0.496,0.496,0.0,0.0,0.0,0.0,0.548,0.771,0.771,0.0,0.0,0.0773,0,0
0.6,0.496,0.496,0.0,0.0,0.0,0.0,0.548,0.771,0.771,0.0,0.0,0.387,0,0
0.6,0.606,0.606,0.4,0.0,0.0,0.0,0.632,0.782,0.782,0.0,0.0,0.0773,0,0
0.4,0.42,0.42,0.6,0.0,0.0,0.0,0.507,0.676,0.676,0.0,0.0,0.0,0,0
0.4,0.42,0.42,0.0,0.0,0.0,0.0,0.507,0.676,0.676,0.0,0.0,0.0,0,0
0.4,0.42,0.42,0.0,0.0,0.0,0.0,0.507,0.676,0.676,0.0,0.0,0.0773,0,0
0.4,0.427,0.427,0.0,0.0,0.0,0.0,0.529,0.654,0.654,0.0,0.0,0.0773,0,0
0.8,0.805,0.805,0.4,0.0,0.0,0.0,0.801,0.842,0.842,0.0,0.0,0.0773,0,0
0.8,0.805,0.805,1.0,0.0,0.0,0.0,0.801,0.842,0.842,0.0,0.0,0.0773,0,0
0.8,0.805,0.805,0.667,0.0,0.0,0.0,0.801,0.842,0.842,0.0,0.0,0.0773,0,0
0.8,0.673,0.673,0.0,0.0,0.0,0.0,0.846,0.797,0.797,0.0,0.0,0.0,0,0
0.8,0.673,0.673,0.0,0.0,0.0,0.0,0.846,0.797,0.797,0.0,0.0,0.0773,0,0
0.8,0.673,0.673,0.0,0.0,0.0,0.0,0.846,0.797,0.797,0.0,0.0,0.0773,0,0
0.8,0.673,0.673,0.0,0.0,0.0,0.0,0.846,0.797,0.797,0.0,0.0,0.155,0,0
0.8,0.51,0.51,0.0,0.0,0.0,0.0,0.823,0.767,0.767,0.0,0.0,0.0,0,0
0.8,0.51,0.51,0.0,0.0,0.0,0.0,0.823,0.767,0.767,0.0,0.0,0.0,0,0
0.8,0.51,0.51,0.0,0.0,0.0,0.0,0.823,0.767,0.767,0.0,0.0,0.155,0,0
1.0,0.51,0.51,0.0,0.0,0.0,0.0,0.823,0.767,0.767,0.0,0.0,0.218,0,0
1.0,0.344,0.344,0.0,0.0,0.0,0.0,0.598,0.636,0.636,0.0,0.0,0.318,0,0
1.0,0.344,0.344,0.0,0.0,0.0,0.0,0.598,0.636,0.636,0.0,0.0,0.0,0,0
1.0,0.246,0.246,0.0,0.0,0.0,0.0,0.485,0.579,0.579,0.0,0.0,0.0,0,0
1.0,0.246,0.246,0.0,0.0,0.0,0.0,0.485,0.579,0.579,0.0,0.0,0.0,0,0
1.0,0.0895,0.0895,0.0,0.0,0.0,0.0,0.346,0.507,0.507,0.0,0.0,0.0,0,0
1.0,0.0895,0.0895,0.0,0.0,0.0,0.0,0.346,0.507,0.507,0.0,0.0,0.0,0,0
1.0,0.0895,0.0895,0.0,0.0,0.0,0.0,0.346,0.507,0.507,0.0,0.0,0.0,0,0
1.0,0.0895,0.0895,0.0,0.0,0.0,0.0,0.346,0.507,0.507,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0773,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.232,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
