occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures,Vacancy,Power Outage
0.6,0.201,0.201,0.0,0.0,0.0,0.0,0.305,0.535,0.535,0.0,0.0,0.123,0,0
0.6,0.199,0.199,0.0,0.0,0.0,0.0,0.257,0.535,0.535,0.0,0.0,0.0736,0,0
0.6,0.199,0.199,0.0,0.0,0.0,0.0,0.257,0.535,0.535,0.0,0.0,0.0,0,0
0.6,0.199,0.199,0.0,0.0,0.0,0.0,0.257,0.535,0.535,0.0,0.0,0.158,0,0
0.6,0.199,0.199,0.0,0.0,0.0,0.0,0.257,0.535,0.535,0.0,0.0,0.105,0,0
0.4,0.194,0.194,0.0,0.0,0.0,0.0,0.261,0.535,0.535,0.0,0.0,0.0,0,0
0.4,0.194,0.194,0.0,0.733,0.0,0.0,0.261,0.535,0.535,0.0,0.0,0.157,0,0
0.6,0.267,0.267,0.0,1.0,0.0,0.0,0.263,0.569,0.569,0.0,0.0,0.105,0,0
0.6,0.267,0.267,0.0,1.0,0.0,0.0,0.263,0.569,0.569,0.0,0.0,0.0773,0,0
0.6,0.257,0.257,0.0,1.0,0.0,0.0,0.269,0.578,0.578,0.656,0.0,0.221,0,0
0.6,0.257,0.257,0.0,1.0,0.0,0.0,0.269,0.578,0.578,0.227,0.0,0.0773,0,0
0.6,0.257,0.257,0.0,0.2,0.0,0.0,0.269,0.578,0.578,0.254,0.0,0.0773,0,0
0.6,0.257,0.257,0.0,0.0,0.0,0.0,0.269,0.578,0.578,0.352,0.0,0.515,0,0
0.6,0.249,0.249,0.0,0.0,0.0,0.0,0.263,0.587,0.587,0.0,0.0,0.287,0,0
0.6,0.249,0.249,0.0,0.0,0.0,0.0,0.263,0.587,0.587,0.0,0.0,0.307,0,0
0.6,0.249,0.249,0.0,0.0,0.0,0.0,0.263,0.587,0.587,0.0,0.0,0.373,0,0
0.6,0.249,0.249,0.0,0.0,0.0,0.0,0.263,0.587,0.587,0.0,0.0,0.232,0,0
0.6,0.247,0.247,0.0,0.0,0.0,0.0,0.289,0.587,0.587,0.0,0.0,0.29,0,0
0.6,0.247,0.247,0.0,0.0,0.0,0.0,0.289,0.587,0.587,0.0,0.0,0.0488,0,0
0.6,0.247,0.247,0.0,0.0,0.0,0.0,0.289,0.587,0.587,0.0,0.0,0.0,0,0
0.8,0.313,0.313,0.0,0.0,0.0,0.0,0.3,0.627,0.627,0.0,0.0,0.158,0,0
0.6,0.247,0.247,0.0,0.0,0.0,0.0,0.309,0.578,0.578,0.0,0.0,0.132,0,0
0.6,0.247,0.247,0.0,0.0,0.0,0.0,0.309,0.578,0.578,0.0,0.0,0.155,0,0
0.6,0.247,0.247,0.0,0.0,0.0,0.0,0.309,0.578,0.578,0.0,0.0,0.317,0,0
0.6,0.247,0.247,0.0,0.733,0.0,0.0,0.309,0.578,0.578,0.0,0.0,0.271,0,0
0.6,0.248,0.248,0.0,1.0,0.0,0.0,0.316,0.596,0.596,0.0,0.0,0.0773,0,0
0.6,0.248,0.248,0.0,1.0,0.0,0.0,0.316,0.596,0.596,0.0,0.0,0.0,0,0
0.6,0.248,0.248,0.0,1.0,0.0,0.0,0.316,0.596,0.596,0.203,0.0,0.0773,0,0
0.4,0.116,0.116,0.0,1.0,0.0,0.0,0.277,0.509,0.509,0.738,0.0,0.232,0,0
0.4,0.117,0.117,0.0,0.2,0.0,0.0,0.293,0.515,0.515,0.316,0.0,0.0773,0,0
0.4,0.117,0.117,0.0,0.0,0.0,0.0,0.293,0.515,0.515,0.41,0.0,0.155,0,0
0.2,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.297,0.0,0.431,0,0
0.4,0.117,0.117,0.0,0.0,0.0,0.0,0.293,0.515,0.515,0.0,0.0,0.155,0,0
0.6,0.194,0.194,0.0,0.0,0.0,0.0,0.39,0.588,0.588,0.0,0.0,0.0773,0,0
0.8,0.266,0.266,0.0,0.0,0.0,0.0,0.455,0.649,0.649,0.0,0.0,0.158,0,0
0.8,0.266,0.266,0.0,0.0,0.0,0.0,0.455,0.649,0.649,0.0,0.0,0.284,0,0
0.8,0.266,0.266,0.0,0.0,0.0,0.0,0.455,0.649,0.649,0.0,0.0,0.309,0,0
0.8,0.308,0.308,0.0,0.0,0.0,0.0,0.522,0.658,0.658,0.0,0.0,0.885,0,0
0.8,0.308,0.308,0.0,0.0,0.0,0.0,0.522,0.658,0.658,0.0,0.0,0.0,0,0
0.8,0.394,0.394,0.0,0.0,0.0,0.0,0.61,0.722,0.722,0.0,0.0,0.0,0,0
0.8,0.394,0.394,0.0,0.0,0.0,0.0,0.61,0.722,0.722,0.0,0.0,0.165,0,0
0.8,0.5,0.5,0.0,0.0,0.0,0.0,0.646,0.687,0.687,0.0,0.0,0.27,0,0
0.8,0.5,0.5,0.0,0.0,0.0,0.0,0.646,0.687,0.687,0.0,0.0,0.0773,0,0
0.8,0.5,0.5,0.0,0.0,0.0,0.0,0.646,0.687,0.687,0.0,0.0,0.0773,0,0
0.8,0.5,0.5,0.0,0.0,0.0,0.0,0.646,0.687,0.687,0.0,0.0,0.0,0,0
0.8,0.631,0.631,0.0,0.0,0.0,0.0,0.681,0.651,0.651,0.0,0.0,0.0,0,0
0.8,0.631,0.631,0.0,0.0,0.0,0.0,0.681,0.651,0.651,0.0,0.0,0.263,0,0
0.8,0.631,0.631,0.0,0.0,0.0,0.0,0.681,0.651,0.651,0.0,0.0,0.349,0,0
1.0,0.777,0.777,0.0,0.0,0.0,0.0,0.787,0.698,0.698,0.0,0.0,0.155,0,0
1.0,0.879,0.879,0.0,0.0,0.0,0.0,0.765,0.668,0.668,0.0,0.0,0.309,0,0
1.0,0.879,0.879,0.0,0.0,0.0,0.0,0.765,0.668,0.668,0.0,0.0,0.155,0,0
1.0,0.879,0.879,0.0,0.733,0.0,0.0,0.765,0.668,0.668,0.0,0.0,0.0,0,0
1.0,0.713,0.713,0.0,1.0,0.0,0.0,0.663,0.627,0.627,0.0,0.0,0.0,0,0
1.0,0.49,0.49,0.0,1.0,0.0,0.0,0.575,0.568,0.568,0.0,0.0,0.0,0,0
1.0,0.49,0.49,0.0,1.0,0.0,0.0,0.575,0.568,0.568,0.684,0.0,0.0,0,0
1.0,0.38,0.38,0.0,0.2,0.0,0.0,0.495,0.542,0.542,0.461,0.0,0.0,0,0
1.0,0.38,0.38,0.0,0.0,0.0,0.0,0.495,0.542,0.542,0.391,0.0,0.155,0,0
1.0,0.0895,0.0895,0.0,0.0,0.0,0.0,0.317,0.479,0.479,0.0,0.0,0.0773,0,0
1.0,0.0895,0.0895,0.0,0.0,0.0,0.0,0.317,0.479,0.479,0.0,0.0,0.155,0,0
1.0,0.0895,0.0895,0.0,0.0,0.0,0.0,0.317,0.479,0.479,0.0,0.0,0.0773,0,0
1.0,0.0895,0.0895,0.0,0.0,0.0,0.0,0.317,0.479,0.479,0.0,0.0,0.0,0,0
1.0,0.0644,0.0644,0.0,0.0,0.0,0.0,0.295,0.476,0.476,0.0,0.0,0.0,0,0
1.0,0.0644,0.0644,0.0,0.0,0.0,0.0,0.295,0.476,0.476,0.0,0.0,0.0,0,0
1.0,0.0644,0.0644,0.0,0.0,0.0,0.0,0.295,0.476,0.476,0.0,0.0,0.232,0,0
1.0,0.0644,0.0644,0.0,0.0,0.0,0.0,0.295,0.476,0.476,0.0,0.0,0.232,0,0
1.0,0.0545,0.0545,0.0,0.0,0.0,0.0,0.288,0.47,0.47,0.0,0.0,0.0,0,0
1.0,0.0545,0.0545,0.0,0.0,0.0,0.0,0.288,0.47,0.47,0.0,0.0,0.0,0,0
1.0,0.0545,0.0545,0.0,0.0,0.0,0.0,0.288,0.47,0.47,0.0,0.0,0.0,0,0
1.0,0.0545,0.0545,0.0,0.0,0.0,0.0,0.288,0.47,0.47,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.288,0.467,0.467,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.288,0.467,0.467,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.288,0.467,0.467,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.288,0.467,0.467,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.286,0.464,0.464,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.286,0.464,0.464,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.286,0.464,0.464,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.286,0.464,0.464,0.0,0.0,0.0,0,0
1.0,0.0502,0.0502,0.0,0.0,0.0,0.0,0.279,0.467,0.467,0.0,0.0,0.0,0,0
1.0,0.0502,0.0502,0.0,0.0,0.0,0.0,0.279,0.467,0.467,0.0,0.0,0.0,0,0
1.0,0.0502,0.0502,0.0,0.0,0.0,0.0,0.279,0.467,0.467,0.0,0.0,0.0,0,0
1.0,0.0502,0.0502,0.0,0.0,0.0,0.0,0.279,0.467,0.467,0.0,0.0,0.0,0,0
1.0,0.0678,0.0678,0.0,0.0,0.0,0.0,0.286,0.47,0.47,0.0,0.0,0.0,0,0
1.0,0.0678,0.0678,0.0,0.0,0.0,0.0,0.286,0.47,0.47,0.0,0.0,0.0,0,0
1.0,0.0678,0.0678,0.0,0.0,0.0,0.0,0.286,0.47,0.47,0.0,0.0,0.0,0,0
1.0,0.0678,0.0678,0.0,0.0,0.0,0.0,0.286,0.47,0.47,0.0,0.0,0.0,0,0
1.0,0.106,0.106,0.0,0.0,0.0,0.0,0.301,0.482,0.482,0.0,0.0,0.458,0,0
1.0,0.106,0.106,0.0,0.0,0.0,0.0,0.301,0.482,0.482,0.0,0.0,0.0249,0,0
1.0,0.162,0.162,0.0,0.0,0.0,0.0,0.345,0.499,0.499,0.0,0.0,0.0,0,0
1.0,0.162,0.162,0.0,0.0,0.0,0.0,0.345,0.499,0.499,0.0,0.0,0.162,0,0
0.8,0.197,0.197,0.0,0.0,0.0,0.0,0.363,0.529,0.529,0.0,0.0,0.0,0,0
0.8,0.197,0.197,0.0,0.0,0.0,0.0,0.363,0.529,0.529,0.0,0.0,0.0773,0,0
0.8,0.197,0.197,0.0,0.0,0.0,0.0,0.363,0.529,0.529,0.0,0.0,0.158,0,0
0.8,0.197,0.197,0.0,0.0,0.0,0.0,0.363,0.529,0.529,0.0,0.0,0.443,0,0
0.8,0.277,0.277,0.0,0.0,0.0,0.0,0.329,0.569,0.569,0.0,0.0,0.258,0,0
0.8,0.277,0.277,0.0,0.0,0.0,0.0,0.329,0.569,0.569,0.0,0.0,0.316,0,0
0.8,0.277,0.277,0.0,0.0,0.0,0.0,0.329,0.569,0.569,0.0,0.0,0.155,0,0
0.8,0.277,0.277,0.0,0.0,0.0,0.0,0.329,0.569,0.569,0.0,0.0,0.0,0,0
0.8,0.274,0.274,0.0,0.0,0.0,0.0,0.256,0.569,0.569,0.0,0.0,0.144,0,0
0.8,0.274,0.274,0.0,0.0,0.0,0.0,0.256,0.569,0.569,0.0,0.0,0.0241,0,0
0.6,0.199,0.199,0.0,0.0,0.0,0.0,0.257,0.535,0.535,0.0,0.0,0.155,0,0
0.6,0.199,0.199,0.0,0.0,0.0,0.0,0.257,0.535,0.535,0.0,0.0,0.277,0,0
0.6,0.194,0.194,0.0,0.0,0.0,0.0,0.261,0.535,0.535,0.0,0.0,0.0,0,0
0.6,0.194,0.194,0.0,0.0,0.0,0.0,0.261,0.535,0.535,0.0,0.0,0.0,0,0
0.6,0.194,0.194,0.0,0.0,0.0,0.0,0.261,0.535,0.535,0.0,0.0,0.155,0,0
0.6,0.194,0.194,0.0,0.0,0.0,0.0,0.261,0.535,0.535,0.0,0.0,0.0,0,0
0.6,0.188,0.188,0.0,0.0,0.0,0.0,0.265,0.54,0.54,0.0,0.0,0.0,0,0
0.6,0.188,0.188,0.0,0.0,0.0,0.0,0.265,0.54,0.54,0.0,0.0,0.0,0,0
0.6,0.188,0.188,0.0,0.0,0.0,0.0,0.265,0.54,0.54,0.0,0.0,0.0,0,0
0.6,0.188,0.188,0.0,0.0,0.0,0.0,0.265,0.54,0.54,0.0,0.0,0.0,0,0
0.6,0.183,0.183,0.0,0.0,0.0,0.0,0.261,0.546,0.546,0.0,0.0,0.0,0,0
0.6,0.183,0.183,0.0,0.0,0.0,0.0,0.261,0.546,0.546,0.0,0.0,0.0,0,0
0.6,0.183,0.183,0.0,0.0,0.0,0.0,0.261,0.546,0.546,0.0,0.0,0.155,0,0
0.6,0.183,0.183,0.0,0.0,0.0,0.0,0.261,0.546,0.546,0.0,0.0,0.0,0,0
0.6,0.181,0.181,0.0,0.0,0.0,0.0,0.279,0.546,0.546,0.0,0.0,0.155,0,0
0.6,0.181,0.181,0.0,0.0,0.0,0.0,0.279,0.546,0.546,0.0,0.0,0.155,0,0
0.6,0.181,0.181,0.0,0.0,0.0,0.0,0.279,0.546,0.546,0.0,0.0,0.0,0,0
0.4,0.115,0.115,0.0,0.0,0.0,0.0,0.268,0.506,0.506,0.0,0.0,0.0773,0,0
0.4,0.115,0.115,0.0,0.0,0.0,0.0,0.275,0.503,0.503,0.0,0.0,0.0,0,0
0.4,0.115,0.115,0.0,0.0,0.0,0.0,0.275,0.503,0.503,0.0,0.0,0.0,0,0
0.4,0.115,0.115,0.0,0.0,0.933,0.0,0.275,0.503,0.503,0.0,0.0,0.155,0,0
0.4,0.115,0.115,0.0,0.0,1.0,0.0,0.275,0.503,0.503,0.0,0.0,0.232,0,0
0.4,0.116,0.116,0.0,0.0,0.133,0.0,0.277,0.509,0.509,0.0,0.268,0.0,0,0
0.4,0.116,0.116,0.0,0.0,0.0,0.0,0.277,0.509,0.509,0.0,0.21,0.0,0,0
0.4,0.116,0.116,0.0,0.0,0.0,0.2,0.277,0.509,0.509,0.0,0.484,0.0,0,0
0.4,0.116,0.116,0.0,0.0,0.0,1.0,0.277,0.509,0.509,0.0,0.0924,0.0,0,0
0.4,0.117,0.117,0.0,0.0,0.0,1.0,0.293,0.515,0.515,0.0,0.175,0.155,0,0
0.4,0.117,0.117,0.0,0.0,0.0,0.733,0.293,0.515,0.515,0.0,0.21,0.232,0,0
0.2,0.117,0.117,0.0,0.0,0.0,0.0,0.293,0.515,0.515,0.0,0.42,0.0,0,0
0.2,0.117,0.117,0.0,0.0,0.0,0.0,0.293,0.515,0.515,0.0,0.395,0.0,0,0
0.6,0.266,0.266,0.0,0.0,0.0,0.0,0.455,0.649,0.649,0.0,0.0828,0.0,0,0
0.2,0.122,0.122,0.0,0.0,0.0,0.0,0.324,0.527,0.527,0.0,0.0,0.0,0,0
0.2,0.122,0.122,0.0,0.0,0.0,0.0,0.324,0.527,0.527,0.0,0.0,0.0,0,0
0.2,0.122,0.122,0.0,0.0,0.0,0.0,0.324,0.527,0.527,0.0,0.0,0.0773,0,0
0.4,0.222,0.222,0.0,0.0,0.0,0.0,0.434,0.594,0.594,0.0,0.0,0.0773,0,0
0.6,0.308,0.308,0.0,0.0,0.0,0.0,0.522,0.658,0.658,0.0,0.0,0.0,0,0
0.6,0.308,0.308,0.0,0.0,0.0,0.0,0.522,0.658,0.658,0.0,0.0,0.0,0,0
0.6,0.308,0.308,0.0,0.0,0.0,0.0,0.522,0.658,0.658,0.0,0.0,0.0773,0,0
0.8,0.5,0.5,0.0,0.0,0.0,0.0,0.646,0.687,0.687,0.0,0.0,0.0773,0,0
0.8,0.5,0.5,0.6,0.0,0.0,0.0,0.646,0.687,0.687,0.0,0.0,0.0,0,0
0.8,0.5,0.5,0.333,0.0,0.0,0.0,0.646,0.687,0.687,0.0,0.0,0.0773,0,0
0.8,0.5,0.5,0.0,0.0,0.0,0.0,0.646,0.687,0.687,0.0,0.0,0.0,0,0
0.8,0.486,0.486,0.0,0.0,0.0,0.0,0.575,0.605,0.605,0.0,0.0,0.0,0,0
0.8,0.486,0.486,0.0,0.0,0.0,0.0,0.575,0.605,0.605,0.0,0.0,0.0,0,0
1.0,0.631,0.631,0.0,0.0,0.0,0.0,0.681,0.651,0.651,0.0,0.0,0.0,0,0
1.0,0.631,0.631,0.0,0.0,0.933,0.0,0.681,0.651,0.651,0.0,0.0,0.0,0,0
1.0,0.713,0.713,0.0,0.0,0.0667,0.0,0.663,0.627,0.627,0.0,0.0,0.0,0,0
1.0,0.547,0.547,0.0,0.0,0.0,0.0,0.562,0.587,0.587,0.0,0.42,0.0,0,0
0.8,0.381,0.381,0.0,0.0,0.0,0.267,0.46,0.546,0.546,0.0,0.0,0.0,0,0
0.8,0.381,0.381,0.0,0.0,0.0,1.0,0.46,0.546,0.546,0.0,0.0,0.155,0,0
0.8,0.27,0.27,0.0,0.0,0.0,1.0,0.416,0.517,0.517,0.0,0.0,0.0,0,0
0.8,0.27,0.27,0.0,0.0,0.0,0.667,0.416,0.517,0.517,0.0,0.0,0.232,0,0
0.8,0.27,0.27,0.0,0.0,0.0,0.0,0.416,0.517,0.517,0.0,0.0,0.0,0,0
0.8,0.27,0.27,0.0,0.0,0.0,0.0,0.416,0.517,0.517,0.0,0.0,0.132,0,0
0.8,0.0895,0.0895,0.0,0.0,0.0,0.0,0.317,0.479,0.479,0.0,0.0,0.0,0,0
1.0,0.13,0.13,0.0,0.0,0.0,0.0,0.376,0.493,0.493,0.0,0.0,0.155,0,0
1.0,0.0895,0.0895,0.0,0.0,0.0,0.0,0.317,0.479,0.479,0.0,0.0,0.0773,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0773,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0773,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.232,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0802,0,0
1.0,0.0495,0.0495,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.214,0,0
1.0,0.0502,0.0502,0.0,0.0,0.0,0.0,0.279,0.467,0.467,0.0,0.0,0.0,0,0
1.0,0.0502,0.0502,0.0,0.0,0.0,0.0,0.279,0.467,0.467,0.0,0.0,0.0833,0,0
1.0,0.0502,0.0502,0.0,0.0,0.0,0.0,0.279,0.467,0.467,0.0,0.0,0.278,0,0
1.0,0.0502,0.0502,0.0,0.0,0.0,0.0,0.279,0.467,0.467,0.0,0.0,0.0,0,0
1.0,0.0678,0.0678,0.0,0.0,0.0,0.0,0.286,0.47,0.47,0.0,0.0,0.0,0,0
1.0,0.0678,0.0678,0.0,0.0,0.0,0.0,0.286,0.47,0.47,0.0,0.0,0.0,0,0
1.0,0.0678,0.0678,0.0,0.533,0.0,0.0,0.286,0.47,0.47,0.0,0.0,0.0,0,0
1.0,0.0678,0.0678,0.0,1.0,0.0,0.0,0.286,0.47,0.47,0.0,0.0,0.0,0,0
1.0,0.106,0.106,0.0,1.0,0.0,0.0,0.301,0.482,0.482,0.0,0.0,0.0,0,0
1.0,0.106,0.106,0.0,1.0,0.0,0.0,0.301,0.482,0.482,0.309,0.0,0.0,0,0
1.0,0.162,0.162,0.0,1.0,0.0,0.0,0.345,0.499,0.499,0.645,0.0,0.0732,0,0
1.0,0.162,0.162,0.0,0.4,0.0,0.0,0.345,0.499,0.499,0.312,0.0,0.0976,0,0
0.8,0.27,0.27,0.0,0.0,0.0,0.0,0.416,0.56,0.56,0.395,0.0,0.0,0,0
0.8,0.27,0.27,0.0,0.0,0.0,0.0,0.416,0.56,0.56,0.199,0.0,0.0,0,0
0.6,0.197,0.197,0.0,0.0,0.0,0.0,0.363,0.529,0.529,0.371,0.0,0.0,0,0
0.4,0.123,0.123,0.0,0.0,0.0,0.0,0.31,0.497,0.497,0.0,0.0,0.0,0,0
0.6,0.125,0.125,0.0,0.0,0.0,0.0,0.282,0.5,0.5,0.0,0.0,0.0,0,0
0.6,0.125,0.125,0.0,0.0,0.0,0.0,0.282,0.5,0.5,0.0,0.0,0.0773,0,0
0.6,0.125,0.125,0.0,0.0,0.0,0.0,0.282,0.5,0.5,0.0,0.0,0.387,0,0
0.6,0.125,0.125,0.0,0.0,0.0,0.0,0.282,0.5,0.5,0.0,0.0,0.0773,0,0
0.6,0.199,0.199,0.0,0.0,0.0,0.0,0.257,0.535,0.535,0.0,0.0,0.155,0,0
0.6,0.199,0.199,0.0,0.0,0.0,0.0,0.257,0.535,0.535,0.0,0.0,0.0,0,0
0.6,0.199,0.199,0.0,0.0,0.0,0.0,0.257,0.535,0.535,0.0,0.0,0.0773,0,0
0.6,0.199,0.199,0.0,0.0,0.0,0.0,0.257,0.535,0.535,0.0,0.0,0.0773,0,0
0.6,0.194,0.194,0.0,0.0,0.0,0.0,0.261,0.535,0.535,0.0,0.0,0.155,0,0
0.6,0.194,0.194,0.0,0.0,0.0,0.0,0.261,0.535,0.535,0.0,0.0,0.0,0,0
0.6,0.194,0.194,0.0,0.0,0.0,0.0,0.261,0.535,0.535,0.0,0.0,0.0773,0,0
0.6,0.194,0.194,0.0,0.0,0.0,0.0,0.261,0.535,0.535,0.0,0.0,0.309,0,0
0.4,0.119,0.119,0.0,0.0,0.0,0.0,0.262,0.503,0.503,0.0,0.0,0.0,0,0
0.4,0.119,0.119,0.0,0.0,0.0,0.0,0.262,0.503,0.503,0.0,0.0,0.0,0,0
0.4,0.119,0.119,0.0,0.0,0.0,0.0,0.262,0.503,0.503,0.0,0.0,0.0773,0,0
0.4,0.119,0.119,0.0,0.0,0.0,0.0,0.262,0.503,0.503,0.0,0.0,0.155,0,0
0.4,0.116,0.116,0.0,0.0,0.0,0.0,0.259,0.506,0.506,0.0,0.0,0.149,0,0
0.4,0.116,0.116,0.0,0.0,0.0,0.0,0.259,0.506,0.506,0.0,0.0,0.381,0,0
0.6,0.183,0.183,0.0,0.0,0.0,0.0,0.261,0.546,0.546,0.0,0.0,0.0773,0,0
0.8,0.249,0.249,0.0,0.0,0.0,0.0,0.263,0.587,0.587,0.0,0.0,0.16,0,0
0.8,0.247,0.247,0.0,0.0,0.0,0.0,0.289,0.587,0.587,0.0,0.0,0.11,0,0
0.8,0.313,0.313,0.0,0.0,0.0,0.0,0.3,0.627,0.627,0.0,0.0,0.0,0,0
0.8,0.313,0.313,0.0,0.0,0.0,0.0,0.3,0.627,0.627,0.0,0.0,0.232,0,0
0.8,0.313,0.313,0.0,0.0,0.0,0.0,0.3,0.627,0.627,0.0,0.0,0.0,0,0
0.8,0.313,0.313,0.0,0.0,0.0,0.0,0.326,0.616,0.616,0.0,0.0,0.0532,0,0
0.6,0.247,0.247,0.0,0.0,0.0,0.0,0.309,0.578,0.578,0.0,0.0,0.476,0,0
0.6,0.247,0.247,0.0,0.0,0.0,0.0,0.309,0.578,0.578,0.0,0.0,0.0798,0,0
0.6,0.247,0.247,0.0,0.0,0.0,0.0,0.309,0.578,0.578,0.0,0.0,0.0,0,0
0.6,0.248,0.248,0.0,0.0,0.0,0.0,0.316,0.596,0.596,0.0,0.0,0.0,0,0
0.8,0.314,0.314,0.0,0.0,0.0,0.0,0.335,0.639,0.639,0.0,0.0,0.0,0,0
0.8,0.314,0.314,0.0,0.0,0.0,0.0,0.335,0.639,0.639,0.0,0.0,0.0793,0,0
0.8,0.314,0.314,0.0,0.0,0.0,0.0,0.335,0.639,0.639,0.0,0.0,0.212,0,0
0.6,0.251,0.251,0.0,0.0,0.0,0.0,0.362,0.614,0.614,0.0,0.0,0.0773,0,0
0.6,0.251,0.251,0.0,0.0,0.0,0.0,0.362,0.614,0.614,0.0,0.0,0.155,0,0
0.6,0.251,0.251,0.0,0.0,0.0,0.0,0.362,0.614,0.614,0.0,0.0,0.103,0,0
0.4,0.184,0.184,0.0,0.0,0.0,0.0,0.328,0.564,0.564,0.0,0.0,0.0773,0,0
0.6,0.266,0.266,0.0,0.0,0.0,0.0,0.455,0.649,0.649,0.0,0.0,0.0773,0,0
0.4,0.194,0.194,0.0,0.0,0.0,0.0,0.39,0.588,0.588,0.0,0.0,0.0,0,0
0.6,0.266,0.266,0.0,0.0,0.0,0.0,0.455,0.649,0.649,0.0,0.0,0.0773,0,0
0.8,0.338,0.338,0.4,0.0,0.0,0.0,0.521,0.711,0.711,0.0,0.0,0.0773,0,0
0.4,0.222,0.222,1.0,0.0,0.0,0.0,0.434,0.594,0.594,0.0,0.0,0.309,0,0
0.4,0.222,0.222,1.0,0.0,0.0,0.0,0.434,0.594,0.594,0.0,0.0,0.155,0,0
0.6,0.308,0.308,0.4,0.0,0.0,0.0,0.522,0.658,0.658,0.0,0.0,0.155,0,0
0.6,0.308,0.308,0.0,0.0,0.0,0.0,0.522,0.658,0.658,0.0,0.0,0.0773,0,0
0.8,0.5,0.5,0.0,0.0,0.0,0.0,0.646,0.687,0.687,0.0,0.0,0.0807,0,0
0.8,0.5,0.5,0.0,0.0,0.0,0.0,0.646,0.687,0.687,0.0,0.0,0.0773,0,0
0.8,0.5,0.5,0.0,0.0,0.0,0.0,0.646,0.687,0.687,0.0,0.0,0.309,0,0
0.8,0.5,0.5,0.0,0.0,0.0,0.0,0.646,0.687,0.687,0.0,0.0,0.0,0,0
0.8,0.631,0.631,0.0,0.0,0.0,0.0,0.681,0.651,0.651,0.0,0.0,0.0773,0,0
0.8,0.631,0.631,0.0,0.0,0.0,0.0,0.681,0.651,0.651,0.0,0.0,0.0773,0,0
0.8,0.631,0.631,0.0,0.0,0.0,0.0,0.681,0.651,0.651,0.0,0.0,0.313,0,0
0.8,0.631,0.631,0.0,0.0,0.0,0.0,0.681,0.651,0.651,0.0,0.0,0.054,0,0
1.0,0.879,0.879,0.0,0.0,0.0,0.0,0.765,0.668,0.668,0.0,0.0,0.0,0,0
1.0,0.879,0.879,0.0,0.0,0.0,0.0,0.765,0.668,0.668,0.0,0.0,0.0,0,0
0.8,0.713,0.713,0.0,0.0,0.0,0.0,0.663,0.627,0.627,0.0,0.0,0.0771,0,0
0.8,0.713,0.713,0.0,0.0,0.0,0.0,0.663,0.627,0.627,0.0,0.0,0.128,0,0
